query,street_norm,city,zip5,latitude,longitude,source
"2030 E Oltorf St, Austin, TX, 78741",2030 E Oltorf St,Austin,78741,30.230887280826,-97.733278502644,prior
"827 W 12th St, Austin, TX, 78701",827 W 12th St,Austin,78701,30.276071218533,-97.748885445981,prior
"1034 Liberty Park Dr, Austin, TX, 78746",1034 Liberty Park Dr,Austin,78746,30.265752033443,-97.788269484599,prior
"204 E 6th St, Austin, TX, 78701",204 E 6th St,Austin,78701,30.267706251584,-97.741333009803,prior
"2652 Lake Austin Blvd, Austin, TX, 78703",2652 Lake Austin Blvd,Austin,78703,30.281824463289,-97.775753453603,prior
"4005 W Parmer Ln, Austin, TX, 78727",4005 W Parmer Ln,Austin,78727,30.42542949223,-97.715439939219,prior
"303 W Martin Luther King Jr Blvd, Austin, TX, 78701",303 W Martin Luther King Jr Blvd,Austin,78701,30.281420196226,-97.740979090673,prior
"3801 W Parmer Ln, Austin, TX, 78727",3801 W Parmer Ln,Austin,78727,30.424233329096,-97.712619540137,prior
"730 Shady Ln, Austin, TX, 78702",730 Shady Ln,Austin,78702,30.253822225372,-97.697349628064,prior
"1005 E Braker Ln, Austin, TX, 78753",1005 E Braker Ln,Austin,78753,30.375301911272,-97.672425093295,prior
"6720 Corpus Christi Dr, Austin, TX, 78729",6720 Corpus Christi Dr,Austin,78729,30.444622755138,-97.74946169824,prior
"3003 S Lamar Blvd, Austin, TX, 78704",3003 S Lamar Blvd,Austin,78704,30.242445590313,-97.783881845876,prior
"516 W Oltorf St, Austin, TX, 78704",516 W Oltorf St,Austin,78704,30.241538425181002,-97.758251203203,prior
"4612 Convict Hill Rd, Austin, TX, 78749",4612 Convict Hill Rd,Austin,78749,30.217354646323,-97.846622517668,prior
"500 W William Cannon Dr, Austin, TX, 78745",500 W William Cannon Dr,Austin,78745,30.196330549354,-97.785875608542,prior
"1111 W 6th St Bldg A, Austin, TX, 78703",1111 W 6th St Bldg A,Austin,78703,30.272263833219,-97.755974725313,prior
"1400 Lavaca St, Austin, TX, 78701",1400 Lavaca St,Austin,78701,30.276732710649,-97.742317075263,prior
"2410 E Riverside Dr, Austin, TX, 78741",2410 E Riverside Dr,Austin,78741,30.239423903483,-97.726251615471,prior
"11331 N Lamar Blvd, Austin, TX, 78753",11331 N Lamar Blvd,Austin,78753,30.382268087934,-97.686110490247,prior
"10713 Jollyville Rd, Austin, TX, 78759",10713 Jollyville Rd,Austin,78759,30.395116487346,-97.74977692499,prior
"2908 Fruth St, Austin, TX, 78705",2908 Fruth St,Austin,78705,30.295496427936,-97.741573475664,prior
"12836 E US 290 Highway, Manor, TX, 78653",12836 E US 290 Highway,Manor,78653,30.351008349982,-97.493559334792,prior
"1900 E Pfennig Ln, Pflugerville, TX, 78660",1900 E Pfennig Ln,Pflugerville,78660,30.45084487735,-97.604898542484,prior
"18801 Weiss Ln, Pflugerville, TX, 78660",18801 Weiss Ln,Pflugerville,78660,30.448844083482,-97.560428562314,prior
"1401 E 6th St, Austin, TX, 78702",1401 E 6th St,Austin,78702,30.26364445143,-97.728480037558,prior
"15630 Vision Dr, Pflugerville, TX, 78660",15630 Vision Dr,Pflugerville,78660,30.450195191303,-97.661766294515,prior
"3652 Bee Caves Rd, West Lake Hills, TX, 78746",3652 Bee Caves Rd,West Lake Hills,78746,30.278845982893,-97.806218422404,prior
"910 W 25th St, Austin, TX, 78705",910 W 25th St,Austin,78705,30.28951331338,-97.746794575313,prior
"12937 N FM 973 Rd, Manor, TX, 78653",12937 N FM 973 Rd,Manor,78653,30.348013811022,-97.539351109167,prior
"901 E 5th St, Austin, TX, 78702",901 E 5th St,Austin,78702,30.264454512404,-97.733956373682,prior
"111 Sandra Muraida Way, Austin, TX, 78703",111 Sandra Muraida Way,Austin,78703,30.267899268347,-97.754108170957,prior
"11910 E US 290 Highway, Manor, TX, 78653",11910 E US 290 Highway,Manor,78653,30.350877866994,-97.497059447764,prior
"2200 S I-35 Service Rd, Austin, TX, 78704",2200 S I-35 Service Rd,Austin,78704,30.2356536245,-97.740528406647,prior
"13252 George Bush St, Manor, TX, 78653",13252 George Bush St,Manor,78653,30.352407074537,-97.525341753098,prior
"1316 S Congress Ave, Austin, TX, 78704",1316 S Congress Ave,Austin,78704,30.250915490413,-97.749248402891,prior
"3901 Bee Caves Rd, West Lake Hills, TX, 78746",3901 Bee Caves Rd,West Lake Hills,78746,30.28151695365,-97.808765083171,prior
"1220 S Congress Ave, Austin, TX, 78704",1220 S Congress Ave,Austin,78704,30.251935342411,-97.74886494381,prior
"2120 W FM 1626, Manchaca, TX, 78652",2120 W FM 1626,Manchaca,78652,30.132644467887,-97.85564785256,prior
"5760 Airport Blvd, Austin, TX, 78752",5760 Airport Blvd,Austin,78752,30.323978052518,-97.715789153551,prior
"1011 E 5th St, Austin, TX, 78702",1011 E 5th St,Austin,78702,30.26407298228,-97.732829388537,prior
"400 Lavaca St, Austin, TX, 78701",400 Lavaca St,Austin,78701,30.266949297121,-97.745913485786,prior
"705 N Lamar Blvd, Austin, TX, 78703",705 N Lamar Blvd,Austin,78703,30.272374970282,-97.753479816051,prior
"5114 Balcones Woods Dr, Austin, TX, 78759",5114 Balcones Woods Dr,Austin,78759,30.407919435066,-97.746256812579,prior
"408 W 15th St, Austin, TX, 78701",408 W 15th St,Austin,78701,30.278035224326,-97.743092811167,prior
"11920 e Us 290 Highway, Manor, TX, 78653",11920 e Us 290 Highway,Manor,78653,30.350879363636,-97.497021657534,prior
"9721 Arboretum Blvd, Austin, TX, 78759",9721 Arboretum Blvd,Austin,78759,30.393150212132,-97.750246786729,prior
"10900 Lakeline Mall Dr, Austin, TX, 78717",10900 Lakeline Mall Dr,Austin,78717,30.475341337614,-97.79397492724,prior
"100 N 2nd St, Pflugerville, TX, 78660",100 N 2nd St,Pflugerville,78660,30.440447676115,-97.621865407452,prior
"1700 W Pecan St, Pflugerville, TX, 78660",1700 W Pecan St,Pflugerville,78660,30.447481043355,-97.63922532216,prior
"2707 Rio Grande St, Austin, TX, 78705",2707 Rio Grande St,Austin,78705,30.292154441055,-97.744214590871,prior
"409 W 2nd St, Austin, TX, 78701",409 W 2nd St,Austin,78701,30.265270585067,-97.747834214103,prior
"8601 Vertex Blvd, Austin, TX, 78744",8601 Vertex Blvd,Austin,78744,30.156187788219,-97.752896567466,prior
"18900 N Heatherwilde Blvd, Pflugerville, TX, 78660",18900 N Heatherwilde Blvd,Pflugerville,78660,30.480506533202,-97.615759388076,prior
"11801 Sonoma Dr, Bee Cave, TX, 78738",11801 Sonoma Dr,Bee Cave,78738,30.310106759517,-97.92046807694,prior
"1201 S Capital of Texas Highway, West Lake Hills, TX, 78746",1201 S Capital of Texas Highway,West Lake Hills,78746,30.284968698563,-97.82486426441,prior
"12410 N Lamar Blvd, Austin, TX, 78753",12410 N Lamar Blvd,Austin,78753,30.406031847488,-97.678572411685,prior
"13015 Pond Springs Rd, Austin, TX, 78729",13015 Pond Springs Rd,Austin,78729,30.441417659993,-97.773328071036,prior
"401 S Heatherwilde Blvd, Pflugerville, TX, 78660",401 S Heatherwilde Blvd,Pflugerville,78660,30.450815339952,-97.637837626269,prior
"8801 Vertex Blvd, Austin, TX, 78747",8801 Vertex Blvd,Austin,78747,30.153005457445,-97.752763495874,prior
"9111 FM 812, Austin, TX, 78719",9111 FM 812,Austin,78719,30.162064787322,-97.688600761178,prior
"5701 W Slaughter Ln #, Austin, TX, 78749",5701 W Slaughter Ln #,Austin,78749,30.200877506269,-97.866963140361,prior
"300 Colorado St, Austin, TX, 78701",300 Colorado St,Austin,78701,30.265689322521,-97.745193430699,prior
"109 E 7th St, Austin, TX, 78701",109 E 7th St,Austin,78701,30.268867588396,-97.742326878497,prior
"9521 W US 290 Highway, Austin, TX, 78736",9521 W US 290 Highway,Austin,78736,30.230627743932,-97.933432836866,prior
"1629 E 6th St, Austin, TX, 78702",1629 E 6th St,Austin,78702,30.262807904321,-97.725946409695,prior
"841 Sagebrush Dr, Austin, TX, 78758",841 Sagebrush Dr,Austin,78758,30.373780069729,-97.692036956142,prior
"1300 Walsh Tarlton Ln, Austin, TX, 78746",1300 Walsh Tarlton Ln,Austin,78746,30.272479239027,-97.801777132306,prior
"522 Congress Ave, Austin, TX, 78701",522 Congress Ave,Austin,78701,30.26738065819,-97.743141364345007,prior
"2121 W Parmer Ln, Austin, TX, 78727",2121 W Parmer Ln,Austin,78727,30.416442783511,-97.697428678906,prior
"1300 W Pflugerville Pkwy, Round Rock, TX, 78664",1300 W Pflugerville Pkwy,Round Rock,78664,30.472408182398,-97.641469004615,prior
"9815 Brodie Ln, Austin, TX, 78748",9815 Brodie Ln,Austin,78748,30.185814310895,-97.848214826733,prior
"1722 S Congress Ave, Austin, TX, 78704",1722 S Congress Ave,Austin,78704,30.246803004641,-97.750776939415,prior
"2103 S Congress Ave, Austin, TX, 78704",2103 S Congress Ave,Austin,78704,30.243281060927,-97.7519452823,prior
"5242 N Lamar Blvd, Austin, TX, 78751",5242 N Lamar Blvd,Austin,78751,30.320275178153,-97.729960988297,prior
"2700 W Pecan St, Pflugerville, TX, 78660",2700 W Pecan St,Pflugerville,78660,30.3500809708,-97.698525467266,prior
"501 Brazos St, Austin, TX, 78701",501 Brazos St,Austin,78701,30.266786521471,-97.741752615917,prior
"205 W 3rd St, Austin, TX, 78701",205 W 3rd St,Austin,78701,30.265583281542,-97.745304422331,prior
"1701 E 6th St, Austin, TX, 78702",1701 E 6th St,Austin,78702,30.262294379842,-97.724439231429,prior
"13436 W Sh 71, Bee Cave, TX, 78738",13436 W Sh 71,Bee Cave,78738,30.308248778831,-97.951198815238,prior
"8630 N Lamar Blvd, Austin, TX, 78753",8630 N Lamar Blvd,Austin,78753,30.354794943019,-97.703791317312,prior
"4500 Ross Rd, Del Valle, TX, 78617",4500 Ross Rd,Del Valle,78617,30.18615166729,-97.609538504993,prior
"3601 W William Cannon Dr #, Austin, TX, 78749",3601 W William Cannon Dr #,Austin,78749,30.214172878066,-97.831481211513,prior
"7101 E William Cannon Dr, Austin, TX, 78744",7101 E William Cannon Dr,Austin,78744,30.164162473639,-97.728236840907,prior
"3601 W William Cannon Dr, Austin, TX, 78749",3601 W William Cannon Dr,Austin,78749,30.214172878066,-97.831481211513,prior
"1516 S Congress Ave, Austin, TX, 78704",1516 S Congress Ave,Austin,78704,30.248741719383,-97.750067955972,prior
"1005 W 34th St, Austin, TX, 78705",1005 W 34th St,Austin,78705,30.302690441312,-97.744833388043,prior
"8440 Burnet Rd, Austin, TX, 78757",8440 Burnet Rd,Austin,78757,30.365051671403,-97.728523950447,prior
"6519 N Lamar Blvd, Austin, TX, 78752",6519 N Lamar Blvd,Austin,78752,30.332988176464,-97.721803206342,prior
"7107 E William Cannon Dr, Austin, TX, 78744",7107 E William Cannon Dr,Austin,78744,30.164117834849,-97.728090100745,prior
"4800 Ross Rd, Del Valle, TX, 78617",4800 Ross Rd,Del Valle,78617,30.182261488204,-97.612374039577,prior
"3101 Guadalupe St, Austin, TX, 78705",3101 Guadalupe St,Austin,78705,30.297804860171,-97.741172621804,prior
"7201 Colony Loop Dr, Austin, TX, 78724",7201 Colony Loop Dr,Austin,78724,30.302408872078,-97.637304287323,prior
"1009 W 34th St, Austin, TX, 78705",1009 W 34th St,Austin,78705,30.302705051372,-97.744863560989,prior
"1623 E 7th St, Austin, TX, 78702",1623 E 7th St,Austin,78702,30.263473208727,-97.724979663522,prior
"20306 Ed Acklin Rd, Manor, TX, 78653",20306 Ed Acklin Rd,Manor,78653,30.279046460247,-97.496550358629,prior
"6001 W Parmer Ln, Austin, TX, 78727",6001 W Parmer Ln,Austin,78727,30.442397824907,-97.741855895761,prior
"3700 Bee Caves Rd, West Lake Hills, TX, 78746",3700 Bee Caves Rd,West Lake Hills,78746,30.279563380924,-97.806877965664,prior
"3309 Esperanza Xing Ste 100 #, Austin, TX, 78758",3309 Esperanza Xing Ste 100 #,Austin,78758,30.400464073763,-97.726680348967,prior
"1512 S Congress Ave, Austin, TX, 78704",1512 S Congress Ave,Austin,78704,30.248777271975,-97.75005588766,prior
"8830 Cainwood Ln, Austin, TX, 78729",8830 Cainwood Ln,Austin,78729,30.455784847649,-97.772725655438,prior
"18700 Hilltop Commercial Dr, Pflugerville, TX, 78660",18700 Hilltop Commercial Dr,Pflugerville,78660,30.468182859886,-97.599256867229,prior
"221 W 6th St, Austin, TX, 78701",221 W 6th St,Austin,78701,30.268433149776,-97.744404964272,prior
"5105 Balcones Woods Dr, Austin, TX, 78759",5105 Balcones Woods Dr,Austin,78759,30.407872252488,-97.746034557324,prior
"17530 Blake Manor Rd, Manor, TX, 78653",17530 Blake Manor Rd,Manor,78653,30.318131457042,-97.540300085741,prior
"16003 W Sh 71, Austin, TX, 78738",16003 W Sh 71,Austin,78738,30.318015155793,-97.992451930514,prior
"1705 S Lakeshore Blvd, Austin, TX, 78741",1705 S Lakeshore Blvd,Austin,78741,30.24483570912,-97.729580378538,prior
"1401 S Pleasant Valley Rd, Austin, TX, 78741",1401 S Pleasant Valley Rd,Austin,78741,30.240614087331,-97.718300377588,prior
"9718 Menchaca Rd, Austin, TX, 78748",9718 Menchaca Rd,Austin,78748,30.175227856841,-97.823148066436,prior
"6610 S Congress Ave, Austin, TX, 78745",6610 S Congress Ave,Austin,78745,30.193868250213,-97.778578740538,prior
"1701 S Congress Ave, Austin, TX, 78704",1701 S Congress Ave,Austin,78704,30.246951800235,-97.750582819882,prior
"301 W 6th St, Austin, TX, 78701",301 W 6th St,Austin,78701,30.26867765836,-97.745287351529,prior
"17615 E Us 290, Elgin, TX, 78621",17615 E Us 290,Elgin,78621,30.351646663185,-97.435409659478,prior
"14004 Owen Tech Blvd, Austin, TX, 78728",14004 Owen Tech Blvd,Austin,78728,30.429606620211,-97.671203078331,prior
"720 Lamar Pl, Austin, TX, 78752",720 Lamar Pl,Austin,78752,30.331152867426,-97.721686899651,prior
"4300 Bull Creek Rd, Austin, TX, 78731",4300 Bull Creek Rd,Austin,78731,30.316300147565,-97.754645889369,prior
"15511 W Sh 71, Bee Cave, TX, 78738",15511 W Sh 71,Bee Cave,78738,30.317090037067,-97.983364557974,prior
"6729 Manor Rd, Austin, TX, 78723",6729 Manor Rd,Austin,78723,30.310437230336,-97.666685755489,prior
"15400 Marsha St, Austin, TX, 78728",15400 Marsha St,Austin,78728,30.449448552725,-97.668907555887,prior
"2206 S Congress Ave, Austin, TX, 78704",2206 S Congress Ave,Austin,78704,30.241602636897,-97.752638310249,prior
"13419 E US 290 Highway, Manor, TX, 78653",13419 E US 290 Highway,Manor,78653,30.350545638322,-97.496029372042,prior
"8334 Cross Park Dr, Austin, TX, 78754",8334 Cross Park Dr,Austin,78754,30.336105772618,-97.674795928632,prior
"3310 N Capital of Texas Highway, Austin, TX, 78746",3310 N Capital of Texas Highway,Austin,78746,30.33163793759,-97.808772986441,prior
"1104 N Cuernavaca Dr, Austin, TX, 78733",1104 N Cuernavaca Dr,Austin,78733,30.334476777655,-97.866655080627993,prior
"1400 S Congress Ave, Austin, TX, 78704",1400 S Congress Ave,Austin,78704,30.249786501861,-97.749674742276,prior
"1702 W Pecan St, Pflugerville, TX, 78660",1702 W Pecan St,Pflugerville,78660,30.447268929578,-97.640489846815,prior
"601 W 2nd St, Austin, TX, 78701",601 W 2nd St,Austin,78701,30.265834689072,-97.749891431559,prior
"1823 Airport Blvd, Austin, TX, 78702",1823 Airport Blvd,Austin,78702,30.281526334034,-97.703197527011,prior
"11215 S I-35 Service Rd, Austin, TX, 78747",11215 S I-35 Service Rd,Austin,78747,30.376079863566,-97.676085870157,prior
"1705 N Cuernavaca Dr, Austin, TX, 78733",1705 N Cuernavaca Dr,Austin,78733,30.339828274283,-97.863525256194,prior
"8401 Cameron Rd, Austin, TX, 78754",8401 Cameron Rd,Austin,78754,30.340350143169,-97.681147003141,prior
"2101 S Lamar Blvd, Austin, TX, 78704",2101 S Lamar Blvd,Austin,78704,30.248339057803,-97.769994628985,prior
"2400 S Congress Ave, Austin, TX, 78704",2400 S Congress Ave,Austin,78704,30.238750794811,-97.753612294813,prior
"9600 Escarpment Blvd Ste 800 #, Austin, TX, 78749",9600 Escarpment Blvd Ste 800 #,Austin,78749,30.203148700159,-97.878353328247,prior
"1200 Montopolis Dr, Austin, TX, 78741",1200 Montopolis Dr,Austin,78741,30.232319627812,-97.698902033918,prior
"601 W 6th St, Austin, TX, 78701",601 W 6th St,Austin,78701,30.269595471477,-97.748509243383,prior
"2301 S Congress Ave, Austin, TX, 78704",2301 S Congress Ave,Austin,78704,30.23982738647,-97.752794135159,prior
"8121 Shoal Creek Blvd, Austin, TX, 78757",8121 Shoal Creek Blvd,Austin,78757,30.36520290597,-97.739044300906,prior
"8610 N Lamar Blvd, Austin, TX, 78753",8610 N Lamar Blvd,Austin,78753,30.354632888174,-97.70401570095,prior
"4114 Red River St, Austin, TX, 78751",4114 Red River St,Austin,78751,30.299999671389,-97.722307277304,prior
"2710 Exposition Blvd, Austin, TX, 78703",2710 Exposition Blvd,Austin,78703,30.303594794549,-97.764476719326,prior
"6401 Cedar St, Austin, TX, 78746",6401 Cedar St,Austin,78746,30.3404039395,-97.80559210689,prior
"1300 E Anderson Ln Apt 1007, Austin, TX, 78752",1300 E Anderson Ln Apt 1007,Austin,78752,30.334408030543,-97.689391104866,prior
"906 W Lynn St, Austin, TX, 78703",906 W Lynn St,Austin,78703,30.277683708862,-97.760884584475,prior
"604 W 6th St, Austin, TX, 78701",604 W 6th St,Austin,78701,30.269715603077,-97.748507094438,prior
"3267 Bee Caves Rd, Austin, TX, 78746",3267 Bee Caves Rd,Austin,78746,30.274828608222,-97.801061470161,prior
"6703 Yates Ave, Austin, TX, 78757",6703 Yates Ave,Austin,78757,30.339657190983,-97.733082874172,prior
"9600 Escarpment Blvd, Austin, TX, 78749",9600 Escarpment Blvd,Austin,78749,30.203148700159,-97.878353328247,prior
"3900 S Congress Ave, Austin, TX, 78704",3900 S Congress Ave,Austin,78704,30.224244469157,-97.763215154167,prior
"3437 Bee Caves Rd, West Lake Hills, TX, 78746",3437 Bee Caves Rd,West Lake Hills,78746,30.276379784157,-97.803194491359,prior
"8324 Cameron Rd, Austin, TX, 78754",8324 Cameron Rd,Austin,78754,30.339476633414,-97.682015480107,prior
"2407 S Congress Ave, Austin, TX, 78704",2407 S Congress Ave,Austin,78704,30.238593568346,-97.753583913635,prior
"1300 E Anderson Ln Apt 1107, Austin, TX, 78752",1300 E Anderson Ln Apt 1107,Austin,78752,30.334408030543,-97.689391104866,prior
"5412 Gilbert Rd, Austin, TX, 78724",5412 Gilbert Rd,Austin,78724,30.252293376734,-97.595184883535,prior
"600 W 2nd St, Austin, TX, 78701",600 W 2nd St,Austin,78701,30.265942818439,-97.749847506936,prior
"3022 W Anderson Ln, Austin, TX, 78757",3022 W Anderson Ln,Austin,78757,30.36062951124,-97.739717122985,prior
"15424 FM 1825, Pflugerville, TX, 78660",15424 FM 1825,Pflugerville,78660,30.448359099744,-97.662007166866,prior
"2615 E 6th St, Austin, TX, 78702",2615 E 6th St,Austin,78702,30.25849241837,-97.713566278149,prior
"500 W 2nd St, Austin, TX, 78701",500 W 2nd St,Austin,78701,30.265662185024,-97.748780228256,prior
"200 E Pecan St, Pflugerville, TX, 78660",200 E Pecan St,Pflugerville,78660,30.439512124505,-97.619941410706,prior
"3001 W Anderson Ln, Austin, TX, 78757",3001 W Anderson Ln,Austin,78757,30.360289321894,-97.739537455864,prior
"1901 Kelly Ln, Pflugerville, TX, 78660",1901 Kelly Ln,Pflugerville,78660,30.471376944264,-97.590928245747,prior
"1370 Patterson Rd, Austin, TX, 78733",1370 Patterson Rd,Austin,78733,30.304175489603,-97.878212373532,prior
"901 Neal St, Austin, TX, 78702",901 Neal St,Austin,78702,30.268515467066,-97.709567525536,prior
"8201 Cross Park Dr, Austin, TX, 78754",8201 Cross Park Dr,Austin,78754,30.330059522182,-97.66724251065,prior
"51 Rainey St, Austin, TX, 78701",51 Rainey St,Austin,78701,30.257515989084,-97.739195692626,prior
"18010 Blake Manor Rd, Manor, TX, 78653",18010 Blake Manor Rd,Manor,78653,30.307893627024,-97.534666551302,prior
"6306 E Riverside Dr, Austin, TX, 78741",6306 E Riverside Dr,Austin,78741,30.22499612532,-97.703261571807,prior
"1135 Garland Ave, Austin, TX, 78721",1135 Garland Ave,Austin,78721,30.270513518312,-97.684831266619,prior
"1313 FM 685, Pflugerville, TX, 78660",1313 FM 685,Pflugerville,78660,30.448746860758,-97.606153700769,prior
"10401 N I-35 Service Rd, Austin, TX, 78753",10401 N I-35 Service Rd,Austin,78753,30.367704941049,-97.681582547423,prior
"2237 E Riverside Dr, Austin, TX, 78741",2237 E Riverside Dr,Austin,78741,30.23978742727,-97.726819385776,prior
"3005 S Lamar Blvd Ste 105B #, Austin, TX, 78704",3005 S Lamar Blvd Ste 105B #,Austin,78704,30.242370772106,-97.783976801361,prior
"9201 Scenic Bluff Dr, Austin, TX, 78733",9201 Scenic Bluff Dr,Austin,78733,30.301789313339,-97.886321332217,prior
"3324 W Slaughter Ln, Austin, TX, 78748",3324 W Slaughter Ln,Austin,78748,30.182333986622,-97.847007019707,prior
"1713 S 1st St, Austin, TX, 78704",1713 S 1st St,Austin,78704,30.248278337002,-97.755471911389,prior
"3002 S Congress Ave, Austin, TX, 78704",3002 S Congress Ave,Austin,78704,30.23242525312,-97.758557469942,prior
"5526 S Congress Ave, Austin, TX, 78745",5526 S Congress Ave,Austin,78745,30.205551170848,-97.774613501942,prior
"5610 N Interstate 35, Austin, TX, 78751",5610 N Interstate 35,Austin,78751,30.312662097842,-97.709046255674,prior
"1208 S Congress Ave, Austin, TX, 78704",1208 S Congress Ave,Austin,78704,30.252049845042,-97.748821511773,prior
"3111 W 35th St, Austin, TX, 78703",3111 W 35th St,Austin,78703,30.313015720378,-97.766300634693,prior
"5660 N Interstate 35, Austin, TX, 78751",5660 N Interstate 35,Austin,78751,30.312755676179,-97.70900299776,prior
"5701 N Interstate 35, Austin, TX, 78723",5701 N Interstate 35,Austin,78723,30.316852676982,-97.707094814633,prior
"2124 E Saint Elmo Rd, Austin, TX, 78744",2124 E Saint Elmo Rd,Austin,78744,30.210080225911,-97.746884708558,prior
"5340 Cameron Rd, Austin, TX, 78723",5340 Cameron Rd,Austin,78723,30.311499773269,-97.707000329174,prior
"11603 Jollyville Rd, Austin, TX, 78759",11603 Jollyville Rd,Austin,78759,30.417003138789,-97.749649998911,prior
"509 E Ben White Blvd, Austin, TX, 78704",509 E Ben White Blvd,Austin,78704,30.219660497017,-97.758606602907,prior
"9001 Brodie Ln, Austin, TX, 78748",9001 Brodie Ln,Austin,78748,30.194161846863,-97.842869004852,prior
"1800 E Slaughter Ln, Austin, TX, 78747",1800 E Slaughter Ln,Austin,78747,30.152715004757,-97.768012230514,prior
"2100 E Saint Elmo Rd, Austin, TX, 78744",2100 E Saint Elmo Rd,Austin,78744,30.210244697374,-97.747223603529,prior
