facility_id,name,street,city,n,mean_score,min_score,max_score,latest,latest_score,category,venue
11028062,Star Stop 82,6903 Brodie Ln,Austin,3,92.67,90,95,2025-09-09,90,Restaurant & Food Service,Star Stop
11049895,Dolce Neve,1713 S 1st St,Austin,3,92.67,91,94,2026-03-31,93,Restaurant & Food Service,Dolce Neve
11289572,LW - Merito Food Mart,201 N FM 620 Rd,Lakeway,3,92.67,91,96,2026-03-26,96,Convenience & Fuel,LW - Merito Food Mart
11315114,Home 2 Suites Austin North,2800 Esperanza Xing,Austin,3,92.67,91,94,2026-02-26,91,Restaurant & Food Service,Home 2 Suites Austin North
11377972,Fiesta Fuel Center #64-Convenience/Gas,5510 S IH 35,Austin,3,92.67,88,96,2025-11-13,88,Convenience & Fuel,Fiesta Fuel Center #64-Convenience
11397547,Domino's Pizza # 9259,2501 E 7th St Ste 300,Austin,3,92.67,88,96,2025-12-04,94,Restaurant & Food Service,Domino's Pizza
11430825,LW- HEB 714,2000 S FM 620 Rd,Lakeway,3,92.67,86,100,2025-09-11,100,Grocery,LW- HEB
11833620,Nurturing Child Care Center,1054 Springdale Rd Ste L,Austin,3,92.67,87,98,2026-03-05,93,School & Childcare,Nurturing Child Care Center
12007181,Fuel Bar,907 W 5th St Ste 201,Austin,3,92.67,91,94,2026-02-09,94,Restaurant & Food Service,Fuel Bar
12392617,Steamies Dumplings,6929 Airport Blvd Ste 148,Austin,3,92.67,92,93,2025-11-13,93,Restaurant & Food Service,Steamies Dumplings
12392694,PF - Pflugerville Taco-House,104 N Railroad Ave,Pflugerville,6,92.67,71,100,2026-03-05,100,Restaurant & Food Service,PF - Pflugerville Taco-House
12392896,Panda Express #3118,7710 N FM 620 Rd Bldg 3,Austin,3,92.67,87,99,2026-03-30,99,Restaurant & Food Service,Panda Express
12393019,Loaf And Vine,304 E Cesar Chavez St,Austin,3,92.67,89,98,2026-03-04,98,Restaurant & Food Service,Loaf And Vine
12393553,Gati,1512 Holly St,Austin,3,92.67,86,97,2026-02-26,86,Restaurant & Food Service,Gati
12393622,Plank Seafood Provisions,11410 Century Oaks Ter Ste 136,Austin,3,92.67,90,94,2026-01-22,94,Restaurant & Food Service,Plank Seafood Provisions
12393865,"Kebab Shop, The",1011 E 5th St Ste 160,Austin,6,92.67,85,95,2026-04-13,93,Restaurant & Food Service,"Kebab Shop, The"
12393990,Sonic Drive-In #1586,12453 Lamplight Village Ave,Austin,3,92.67,91,95,2026-02-12,95,Restaurant & Food Service,Sonic Drive-In
12394523,Cork & Brew Market,2700 S Congress Ave,Austin,3,92.67,89,95,2026-03-03,89,Restaurant & Food Service,Cork & Brew Market
12394654,Pressed,4800 Burnet Rd Ste 410,Austin,3,92.67,91,95,2025-12-01,95,Restaurant & Food Service,Pressed
12395362,Houndstooth,2001 Ed Bluestein Blvd NB,Austin,3,92.67,90,94,2026-05-18,90,Restaurant & Food Service,Houndstooth
12396271,"Tacodeli VII, LLC",5701 W Slaughter Ln Unit 150,Austin,6,92.67,85,100,2026-04-09,100,Restaurant & Food Service,"Tacodeli VII, LLC"
12396417,MN - Food Bucket #2,15501 E US 290 EB Hwy,Manor,3,92.67,88,96,2025-08-15,88,Restaurant & Food Service,MN - Food Bucket
12397239,PF - BASIS Pflugerville,1217 S 10th St,Pflugerville,6,92.67,84,100,2026-04-22,92,Restaurant & Food Service,PF - BASIS Pflugerville
12397611,Texan Market #5,12400 Amherst Dr,Austin,3,92.67,89,98,2026-03-09,91,Restaurant & Food Service,Texan Market
12397622,Electric Shuffle,91 Red River St Unit 102,Austin,3,92.67,87,97,2025-07-24,87,Restaurant & Food Service,Electric Shuffle
12397653,Capital One Downtown Austin,106 E 6th St Ste 100,Austin,3,92.67,89,97,2026-03-26,92,Restaurant & Food Service,Capital One Downtown Austin
12397924,Andino Artisan Gelato (Kiosk - TT140),2901 S Capital of Texas Hwy,Austin,3,92.67,86,99,2026-03-02,86,Restaurant & Food Service,Andino Artisan Gelato (Kiosk - TT140)
12398149,PF - Cranky Granny's Sweet Rolls,16051 Dessau Rd Ste F,Pflugerville,3,92.67,87,97,2026-05-20,94,Restaurant & Food Service,PF - Cranky Granny's Sweet Rolls
12398495,"Well Cafe, The",501 Brazos St,Austin,3,92.67,90,98,2026-04-09,98,Restaurant & Food Service,"Well Cafe, The"
12398505,Restaurante El Rinconcito Chapin LLC #2,2931 W Anderson Ln,Austin,3,92.67,88,96,2026-02-09,88,Restaurant & Food Service,Restaurante El Rinconcito Chapin LLC
12399740,Popeyes,2901 S Capital of Texas Hwy Unit Vc05,Austin,3,92.67,89,98,2026-03-25,91,Restaurant & Food Service,Popeyes
12399925,Suzi's Chinese,4805 Burnet Rd,Austin,3,92.67,92,93,2025-10-21,92,Restaurant & Food Service,Suzi's Chinese
12400016,Swedish Hill Bakery,1128 W 6Th St,Austin,3,92.67,91,95,2025-09-30,95,Restaurant & Food Service,Swedish Hill Bakery
12401053,BC - Domino's Pizza 9361,11805 Bee Cave Rd,Bee Cave,3,92.67,91,95,2026-02-23,92,Restaurant & Food Service,BC - Domino's Pizza
2801222,Einstein Bros Bagels #2846,2404 Guadalupe St,Austin,5,92.6,88,96,2026-01-05,96,Restaurant & Food Service,Einstein Bros Bagels
11637623,Popeye's #319 - Z & H Foods Inc.,5630 Cameron Rd,Austin,5,92.6,90,95,2026-04-15,93,Restaurant & Food Service,Popeye's #319 - Z & H Foods Inc.
11739751,Jack Allens Kitchen - Anderson Lane,3010 W Anderson Ln Ste D,Austin,5,92.6,81,99,2026-01-27,99,Restaurant & Food Service,Jack Allens Kitchen - Anderson Lane
12185646,Tacodeli 301 Congress,301 Congress Ave Ste 100,Austin,5,92.6,88,95,2026-01-28,92,Restaurant & Food Service,Tacodeli 301 Congress
12186459,Burger King #3990,13450 N US 183 Hwy Service Rd SB,Austin,5,92.6,90,94,2026-03-23,90,Restaurant & Food Service,Burger King
12394354,Bao'd Up,1920 E Riverside Dr Ste E-120,Austin,5,92.6,89,98,2025-06-23,92,Restaurant & Food Service,Bao'd Up
12395514,Beta Upsilon Chi,2317 Shoal Creek Blvd,Austin,5,92.6,87,97,2025-08-25,97,Restaurant & Food Service,Beta Upsilon Chi
12396214,La Plancha,1701 E Martin Luther King Jr Blvd Unit 101,Austin,5,92.6,80,100,2026-05-20,100,Restaurant & Food Service,La Plancha
2800922,Taco Cabana #129,2507 E Riverside Dr,Austin,7,92.57,89,97,2026-03-18,95,Restaurant & Food Service,Taco Cabana
12396681,McDonald's Restaurant #7877,7010 W SH 71,Austin,7,92.57,87,95,2026-03-17,93,Restaurant & Food Service,McDonald's Restaurant
2802326,Jason's Deli,10225 Research NB Blvd Unit 1010,Austin,4,92.5,88,96,2026-01-27,92,Restaurant & Food Service,Jason's Deli
10004890,Shipley Do-Nuts,8213 Brodie Ln Ste 116,Austin,4,92.5,89,99,2025-06-30,91,Restaurant & Food Service,Shipley Do-Nuts
10789951,Jack in the Box #843,9825 Burnet Rd,Austin,4,92.5,88,100,2025-12-30,92,Restaurant & Food Service,Jack in the Box
11066594,Taco Bell #030090,161 W Slaughter Ln Bldg C,Austin,4,92.5,91,95,2025-04-03,93,Restaurant & Food Service,Taco Bell
11235966,Hampton Inn & Suites Austin - Downtown,200 San Jacinto Blvd,Austin,4,92.5,87,97,2025-12-31,92,Restaurant & Food Service,Hampton Inn & Suites Austin - Downtown
11482421,River City Donut II,11900 Metric Blvd Ste A,Austin,4,92.5,90,94,2026-01-09,92,Restaurant & Food Service,River City Donut II
11508620,Forest Bluff Grocery,14300 FM 969 Rd Unit A,Austin,4,92.5,89,97,2026-04-15,91,Grocery,Forest Bluff Grocery
11642622,Staybridge Austin NW,13087 N US 183 Hwy NB Service Rd,Austin,4,92.5,90,95,2026-02-26,95,Restaurant & Food Service,Staybridge Austin NW
12160314,Intergalactic Productions,8127 Mesa Dr Ste 204,Austin,4,92.5,85,97,2026-05-19,95,Restaurant & Food Service,Intergalactic Productions
12170844,Texas Republic Company,5317 Nuckols Crossing Rd Unit 104,Austin,4,92.5,91,93,2026-01-12,93,Restaurant & Food Service,Texas Republic Company
12185687,JuiceLand MUE,1801 E 51st St Ste 140,Austin,4,92.5,90,96,2026-01-08,93,Restaurant & Food Service,JuiceLand MUE
12392325,Man Pasand Supermarket-Meat Market,13945 N US 183 Hwy NB Service Rd Unit 86,Austin,4,92.5,88,96,2026-04-09,91,Restaurant & Food Service,Man Pasand Supermarket-Meat Market
12393135,Chi'Lantro - Parmer,6301 W Parmer Ln Ste 204,Austin,4,92.5,87,95,2026-01-06,87,Restaurant & Food Service,Chi'Lantro - Parmer
12395048,PK's Cuisine,620 W 6th St,Austin,6,92.5,89,95,2025-12-09,91,Restaurant & Food Service,PK's Cuisine
12395287,Cypress Grove,208 Barton Springs Rd,Austin,4,92.5,90,98,2026-03-24,91,Restaurant & Food Service,Cypress Grove
12399541,PF - Pollo Regio,16123 Dessau Rd,Pflugerville,4,92.5,88,95,2026-01-07,93,Restaurant & Food Service,PF - Pollo Regio
2800405,Kappa Delta Sorority,2315 Nueces St,Austin,5,92.4,89,95,2025-09-16,94,Restaurant & Food Service,Kappa Delta Sorority
11119286,Wendy's W104,4115 S Congress Ave,Austin,5,92.4,84,97,2026-04-28,84,Restaurant & Food Service,Wendy's W104
11161816,Bartlett's,2408 W Anderson Ln,Austin,5,92.4,88,97,2026-02-24,94,Restaurant & Food Service,Bartlett's
11405844,TXB62,21024 W SH 71,Spicewood,5,92.4,88,95,2025-12-16,93,Restaurant & Food Service,TXB62
11753236,East Austin College Prep,5800 E Martin Luther King Jr Blvd,Austin,5,92.4,83,97,2026-04-27,97,School & Childcare,East Austin College Prep
12186410,AMC Tech Ridge 10,12625 N IH 35 Service Rd NB,Austin,5,92.4,87,98,2026-04-17,98,Restaurant & Food Service,AMC Tech Ridge
12186562,Manor New Tech Field House Concessions,12125 Joyce Turner Dr,Manor,5,92.4,88,97,2025-12-11,93,Venue & Concessions,Manor New Tech Field House Concessions
12397846,Voodoo Doughnut,5408 Burnet Rd,Austin,8,92.38,83,100,2026-05-04,95,Restaurant & Food Service,Voodoo Doughnut
2801061,Quacks 43rd Street Bakery,411 E 43rd St,Austin,6,92.33,88,95,2026-05-11,92,Restaurant & Food Service,Quacks 43rd Street Bakery
2801551,Asian American Cultural Center,11713 Jollyville Rd,Austin,3,92.33,89,95,2026-02-03,89,Restaurant & Food Service,Asian American Cultural Center
10145377,Panda Express #1651,4301 W William Cannon Dr Unit 100,Austin,3,92.33,91,93,2026-02-19,93,Restaurant & Food Service,Panda Express
10257417,Bennu Coffee,2001 E Martin Luther King Jr Blvd,Austin,3,92.33,89,95,2025-12-26,95,Restaurant & Food Service,Bennu Coffee
10410518,Yo So Cool,1201 Barbara Jordan Blvd Ste 1290,Austin,3,92.33,87,96,2026-03-19,96,Restaurant & Food Service,Yo So Cool
10762019,Circle K Store #2704687,606 W Slaughter Ln,Austin,3,92.33,90,95,2025-08-28,95,Convenience & Fuel,Circle K Store
10840628,Dollar Tree #5110,9515 N Lamar Blvd Unit 110,Austin,3,92.33,90,96,2026-04-15,91,Convenience & Fuel,Dollar Tree
11028070,Star Stop 72,3404 S US 183 SB Hwy,Austin,3,92.33,89,97,2026-04-06,89,Restaurant & Food Service,Star Stop
11243602,Zilker Brewing Company,1701 E 6th St,Austin,3,92.33,91,95,2026-04-09,91,Restaurant & Food Service,Zilker Brewing Company
11509303,MN - Taco Bell #32068,11032 E US 290 WB Hwy Unit 300,Manor,6,92.33,85,96,2026-03-17,96,Restaurant & Food Service,MN - Taco Bell
11550048,Food Basket #6,13201 Pond Springs Rd Ste 101,Austin,3,92.33,90,94,2025-11-06,94,Restaurant & Food Service,Food Basket
11771700,Lucky Lab Coffee Company,2421 San Antonio St,Austin,3,92.33,88,95,2025-09-05,88,Restaurant & Food Service,Lucky Lab Coffee Company
11856186,Holiday Inn Express & Suites Austin Downtown,805 Neches St,Austin,3,92.33,90,96,2026-01-08,91,Restaurant & Food Service,Holiday Inn Express & Suites Austin Downtown
11858488,JD's Market,9111 FM 812,Austin,3,92.33,88,95,2026-04-09,88,Restaurant & Food Service,JD's Market
12021450,Fuel Bar,4210 W Braker Ln,Austin,3,92.33,92,93,2026-03-11,92,Restaurant & Food Service,Fuel Bar
12060237,ABIA - Mad Greens,3600 Presidential Blvd Unit 3592,Austin,6,92.33,87,100,2026-04-22,92,Venue & Concessions,ABIA - Mad Greens
12186422,Star Mart 16,5517 Cameron Rd,Austin,3,92.33,90,94,2025-12-22,90,Restaurant & Food Service,Star Mart
12186432,ABIA - Salvation Pizza,3600 Presidential Blvd Unit 3815,Austin,3,92.33,91,93,2026-01-05,91,Venue & Concessions,ABIA - Salvation Pizza
12393331,Roots Chicken Shak,1801 E 51st St,Austin,6,92.33,84,100,2026-04-15,92,Restaurant & Food Service,Roots Chicken Shak
12393335,7-Eleven Convenience Store #38615A,1316 W Braker Ln,Austin,3,92.33,89,97,2026-03-10,89,Convenience & Fuel,7-Eleven Convenience Store #38615A
12393420,Hyde Park Market,4429 Duval St,Austin,3,92.33,90,95,2026-01-27,92,Restaurant & Food Service,Hyde Park Market
12398002,QuikTrip #4125,4402 S Congress Ave,Austin,3,92.33,91,94,2025-06-09,92,Convenience & Fuel,QuikTrip
12398114,Jamba Juice,1201 Barbara Jordan Blvd Ste 1295,Austin,3,92.33,87,98,2026-04-15,87,Restaurant & Food Service,Jamba Juice
12398689,Jimmy John's,610 E Stassney Ln Ste C1,Austin,3,92.33,92,93,2025-12-17,92,Restaurant & Food Service,Jimmy John's
12400134,Oltorf Food Mart,2225 E Oltorf St,Austin,3,92.33,87,96,2026-04-24,94,Convenience & Fuel,Oltorf Food Mart
12400544,Global Jin Yuan Corp.,7020 Easy Wind Dr Ste 150,Austin,3,92.33,86,96,2026-05-21,86,Restaurant & Food Service,Global Jin Yuan Corp.
2800369,Alpha Delta Pi Sorority,2620 Rio Grande St,Austin,4,92.25,90,93,2026-02-04,93,Restaurant & Food Service,Alpha Delta Pi Sorority
2801033,15th Street Cafe,303 W 15th St,Austin,4,92.25,92,93,2025-07-14,92,Restaurant & Food Service,15th Street Cafe
10758077,Circle K Store #2704673,8801 S Ih 35,Austin,4,92.25,90,95,2025-11-24,92,Convenience & Fuel,Circle K Store
10960607,Westminster Manor - Dogwood,4100 Jackson Ave,Austin,4,92.25,88,96,2026-02-18,88,Restaurant & Food Service,Westminster Manor - Dogwood
11119251,Wendy's W114/8076,6247 McNeil Dr,Austin,4,92.25,87,98,2026-03-17,96,Restaurant & Food Service,Wendy's W114
11165140,P. Terry's Burger Stand,8515 Burnet Rd,Austin,4,92.25,89,95,2026-02-24,93,Restaurant & Food Service,P. Terry's Burger Stand
11249373,Midtown Grocery & Cafe,7010 Easy Wind Dr Unit A,Austin,4,92.25,87,96,2026-02-03,93,Grocery,Midtown Grocery & Cafe
11733659,Aloft Element Banquets,109 E 7th St,Austin,4,92.25,90,94,2026-04-09,94,Restaurant & Food Service,Aloft Element Banquets
11745352,7-11 #36616B,14730 N IH 35 Service Rd SB,Austin,4,92.25,89,96,2026-04-29,91,Restaurant & Food Service,7-11 #36616B
11824383,McDonald's #33092,10525 W Parmer Ln,Austin,4,92.25,89,95,2026-04-23,95,Restaurant & Food Service,McDonald's
11855387,Pershing (Indoor),2415 E 5th St,Austin,4,92.25,85,97,2026-02-02,95,Restaurant & Food Service,Pershing (Indoor)
12392930,Banquets Marriott Hotel Austin Downtown,304 E Cesar Chavez St,Austin,4,92.25,88,99,2026-05-04,99,Restaurant & Food Service,Banquets Marriott Hotel Austin Downtown
12394008,7-Eleven Convenience Store #41114A,1800 E Slaughter Ln,Austin,4,92.25,84,97,2026-03-31,93,Convenience & Fuel,7-Eleven Convenience Store #41114A
12394320,Ovenbird,6501 S Congress Ave Ste 211 Bldg 2,Austin,4,92.25,89,95,2025-11-04,89,Restaurant & Food Service,Ovenbird
12394365,Las Mangonadas Neverias III,8776 Research SB Blvd Bldg C,Austin,4,92.25,89,99,2026-02-12,90,Restaurant & Food Service,Las Mangonadas Neverias III
12394725,Domino's Pizza 6607,8141 Mesa Dr Ste C,Austin,4,92.25,87,96,2026-05-07,96,Restaurant & Food Service,Domino's Pizza
12394829,Dairy Queen,8728 N Lamar Blvd,Austin,4,92.25,91,94,2025-11-04,92,Restaurant & Food Service,Dairy Queen
12399052,Mala Fama Austin LLC,422 E 6th St,Austin,4,92.25,79,100,2025-07-24,90,Restaurant & Food Service,Mala Fama Austin LLC
12400249,P Thai's Khao Man Gai,4807 Airport Blvd,Austin,4,92.25,87,98,2026-05-19,98,Restaurant & Food Service,P Thai's Khao Man Gai
2802230,Jersey Mikes Subs,10001 Research NB Blvd Unit 170,Austin,5,92.2,88,94,2026-03-05,94,Restaurant & Food Service,Jersey Mikes Subs
2802942,Taco Cabana #278,6611 S Mopac NB Expy,Austin,5,92.2,90,94,2025-06-27,92,Restaurant & Food Service,Taco Cabana
10002574,Mom's Grocery,1425 E Rundberg Ln Ste 100,Austin,5,92.2,87,96,2026-01-30,96,Grocery,Mom's Grocery
10160508,Niki's Pizza,1100 Center Ridge Dr Ste 360,Austin,5,92.2,87,97,2026-02-26,91,Restaurant & Food Service,Niki's Pizza
11787350,Mango King,10601 N Lamar Blvd,Austin,5,92.2,88,96,2026-04-10,88,Restaurant & Food Service,Mango King
12020767,BC - Austin Tea Xchange,13011 Shops Pkwy,Bee Cave,5,92.2,80,100,2026-05-18,80,Restaurant & Food Service,BC - Austin Tea Xchange
12143495,ABIA - FLYRITE Chicken (West Food Park),3600 Presidential Blvd Unit D3376,Austin,5,92.2,86,99,2025-07-15,97,Venue & Concessions,ABIA - FLYRITE Chicken (West Food Park)
12178333,LW - Jason's Deli,1504 S FM 620 Rd,Lakeway,5,92.2,91,93,2026-01-05,92,Restaurant & Food Service,LW - Jason's Deli
2801382,Coco's Cafe,8557 Research NB Blvd Unit 118,Austin,6,92.17,86,97,2026-03-30,88,Restaurant & Food Service,Coco's Cafe
2801690,Maudie's North Lamar,10205 N Lamar Blvd,Austin,6,92.17,90,95,2026-02-23,92,Restaurant & Food Service,Maudie's North Lamar
12392292,PF - Huahusco Grill Mexican Cuisine,100 12th St Ste 102,Pflugerville,6,92.17,71,98,2026-03-12,96,Restaurant & Food Service,PF - Huahusco Grill Mexican Cuisine
11280513,Subway # 63381,7112 Ed Bluestein Blvd Ste 171,Austin,7,92.14,81,98,2026-04-21,94,Restaurant & Food Service,Subway
12393163,LW - Sonic Drive - In #1559,2102 S FM 620 Rd,Lakeway,7,92.14,85,97,2026-02-25,92,Restaurant & Food Service,LW - Sonic Drive - In
12393520,El Pollo Regio,6615 Berkman Dr Bldg B,Austin,7,92.14,89,95,2026-04-14,90,Restaurant & Food Service,El Pollo Regio
12395712,Pecan Square Cafe,1200 W 6th St Bldg B,Austin,7,92.14,91,94,2025-12-16,91,Restaurant & Food Service,Pecan Square Cafe
12397576,Tropicana Cuban Resturant,9616 N Lamar Blvd Ste 141,Austin,7,92.14,86,98,2025-09-24,89,Restaurant & Food Service,Tropicana Cuban Resturant
2800022,Chez Zee,5406 Balcones Dr,Austin,3,92,89,95,2025-07-24,89,Restaurant & Food Service,Chez Zee
2800122,Conans Pizza North,2438 W Anderson Ln,Austin,3,92,90,94,2025-10-29,92,Restaurant & Food Service,Conans Pizza North
2801453,Chili's Grill & Bar,4420 N Lamar Blvd,Austin,4,92,83,97,2025-10-27,83,Restaurant & Food Service,Chili's Grill & Bar
2801489,Central Market: Prepared Foods / Catering,4477 S Lamar NB Blvd,Austin,3,92,89,95,2026-02-02,89,Institutional & Catering,Central Market: Prepared Foods
2801780,NYOS Charter School,12301 N Lamar Blvd,Austin,4,92,88,98,2025-12-17,89,School & Childcare,NYOS Charter School
2802019,Rain on 4th,217 W 4th St,Austin,3,92,88,95,2025-04-03,93,Restaurant & Food Service,Rain on 4th
2803254,WL - Waterfall Restaurant @ Westlake Surgical,5656 Bee Caves Rd Bldg M,West Lake Hills,4,92,91,93,2025-12-29,93,Restaurant & Food Service,WL - Waterfall Restaurant @ Westlake Surgical
2803525,Circle K #2741302,8205 Brodie Ln,Austin,3,92,89,95,2025-08-29,89,Convenience & Fuel,Circle K
10004227,Dollar Tree Store #2875,5425 N Interstate 35,Austin,3,92,90,95,2025-12-09,95,Convenience & Fuel,Dollar Tree Store
10046409,Potbelly Sandwich Works,2316 Guadalupe St,Austin,5,92,87,94,2025-12-04,94,Restaurant & Food Service,Potbelly Sandwich Works
10091957,Kick Butt Coffee LLC,5775 Airport Blvd,Austin,3,92,90,93,2026-02-10,93,Restaurant & Food Service,Kick Butt Coffee LLC
10159246,Korean Grill,10901 N Lamar Blvd Unit 204,Austin,4,92,89,96,2025-04-01,96,Restaurant & Food Service,Korean Grill
10586161,P. Terry's Burger Stand,204 W Ben White Blvd,Austin,3,92,89,95,2025-03-21,89,Restaurant & Food Service,P. Terry's Burger Stand
10628960,Donut Taco Palace I,5446 W US 290 WB Hwy Unit 101,Austin,3,92,87,95,2026-04-23,87,Restaurant & Food Service,Donut Taco Palace I
10631422,LW - P. Terry's Burger Stand,3311 S FM 620 Rd,Lakeway,4,92,84,98,2025-12-22,84,Restaurant & Food Service,LW - P. Terry's Burger Stand
10655045,Lenoir Restaurant,1807 S 1st St,Austin,3,92,87,97,2026-02-12,87,Restaurant & Food Service,Lenoir Restaurant
10757816,Juice Land Burnet,7329 Burnet Rd Bldg A,Austin,6,92,88,98,2026-02-24,90,Restaurant & Food Service,Juice Land Burnet
10928995,Whisler's,1816 E 6th St,Austin,4,92,90,97,2026-02-03,90,Restaurant & Food Service,Whisler's
11387902,"Cheesecake Factory, The",2901 S Capital of Texas Hwy Unit G02B,Austin,3,92,87,95,2026-04-23,95,Restaurant & Food Service,"Cheesecake Factory, The"
11414167,Jersey Mike's Subs,4601 N Lamar Blvd Ste 504,Austin,5,92,86,96,2025-09-23,86,Restaurant & Food Service,Jersey Mike's Subs
11439838,P. Terry's Burger Stand,5900 N Lamar Blvd,Austin,4,92,88,95,2026-01-05,95,Restaurant & Food Service,P. Terry's Burger Stand
11593140,Mort Subite,308 Congress Ave,Austin,3,92,88,98,2026-03-03,98,Restaurant & Food Service,Mort Subite
11630886,Pappadeaux,11617 Research NB Blvd Bldg 3,Austin,3,92,92,92,2025-12-26,92,Restaurant & Food Service,Pappadeaux
11704512,Kismet Cafe,1000 E 41st St Ste 200,Austin,4,92,90,94,2025-11-19,90,Restaurant & Food Service,Kismet Cafe
11761897,"Supermercado Los Vaqueros #2 Seafood, Creamria, Meat",6800 Berkman Dr,Austin,4,92,87,98,2026-02-17,98,Grocery,"Supermercado Los Vaqueros #2 Seafood, Creamria, Meat"
11762422,Royal Blue Grocery,241 W 3rd St,Austin,3,92,88,95,2026-02-04,93,Grocery,Royal Blue Grocery
11789529,Kentucky Fried Chicken,1700 W Parmer Ln,Austin,5,92,89,95,2026-05-01,92,Restaurant & Food Service,Kentucky Fried Chicken
11789635,Kentucky Fried Chicken,2224 E Riverside Dr,Austin,5,92,89,95,2026-01-08,89,Restaurant & Food Service,Kentucky Fried Chicken
11798980,Mornin' Donut,6501 S Congress Ave Ste 203,Austin,3,92,85,98,2025-07-11,98,Restaurant & Food Service,Mornin' Donut
11868176,Here Nor There,612 Brazos St Ste B,Austin,4,92,88,98,2025-07-31,98,Restaurant & Food Service,Here Nor There
11964908,"Ken's Subs, Tacos and More",9408 Dessau Rd,Austin,6,92,90,94,2025-12-15,90,Restaurant & Food Service,"Ken's Subs, Tacos and More"
12062866,Dumont's,214 W 4th St,Austin,3,92,89,96,2025-09-12,91,Restaurant & Food Service,Dumont's
12075934,Otherside Deli,1104 W 34th St,Austin,4,92,88,98,2026-01-23,90,Restaurant & Food Service,Otherside Deli
12176458,Omni Barton Creek Resort & Spa (Nopales),8212 Barton Club Dr,Austin,4,92,86,100,2026-01-21,100,Restaurant & Food Service,Omni Barton Creek Resort & Spa (Nopales)
12185750,La Mexiquense,850 E Rundberg Ln Unit 800,Austin,3,92,90,95,2026-02-20,90,Restaurant & Food Service,La Mexiquense
12186581,PF - Grand Stop Food Mart,1401 Grand Avenue Pkwy,Pflugerville,3,92,90,93,2026-04-30,93,Convenience & Fuel,PF - Grand Stop Food Mart
12186614,PF - Lone Star Bar,403 FM 685 Unit 100,Pflugerville,3,92,88,95,2026-03-18,95,Restaurant & Food Service,PF - Lone Star Bar
12392877,Sunrise Mini Mart 10,907 E Saint Johns Ave,Austin,5,92,87,96,2026-05-21,87,Restaurant & Food Service,Sunrise Mini Mart
12392894,drink.well.,207 E 53rd St,Austin,3,92,89,94,2025-05-08,93,Restaurant & Food Service,drink.well.
12393124,Gyu Kaku Japanese BBQ Restaurant,1211 E 5th St Ste 100,Austin,4,92,82,98,2026-02-03,82,Restaurant & Food Service,Gyu Kaku Japanese BBQ Restaurant
12393142,Veracruz All Natural,111 E Cesar Chavez St,Austin,5,92,89,96,2026-02-24,94,Restaurant & Food Service,Veracruz All Natural
12393232,Mi Pueblito Food Mart,8237 Research NB Blvd,Austin,3,92,89,94,2026-02-09,94,Convenience & Fuel,Mi Pueblito Food Mart
12394111,New One Taco,12233 N Fm 620 Rd,Austin,4,92,87,95,2026-04-06,95,Restaurant & Food Service,New One Taco
12394544,Campus on Lake Austin - Main Building,4907 Fm 2222,Austin,4,92,90,95,2026-01-16,90,Restaurant & Food Service,Campus on Lake Austin - Main Building
12394548,Texas Bar & Grill # 100,14611 Burnet Rd,Austin,3,92,90,96,2025-11-13,90,Restaurant & Food Service,Texas Bar & Grill
12394888,Gilbert Xpress,13107 FM 969 Rd Ste 100,Austin,4,92,88,95,2025-11-13,92,Restaurant & Food Service,Gilbert Xpress
12395150,Victorina's House Wings & More,9306 N Lamar Blvd Ste E1,Austin,6,92,84,95,2025-12-11,84,Restaurant & Food Service,Victorina's House Wings & More
12398245,Royal Blue Grocery,13101 Tesla Rd,Austin,3,92,90,95,2025-12-15,91,Grocery,Royal Blue Grocery
12398379,Sunset Strip Comedy Club,214 E 6th St Ste C,Austin,3,92,89,94,2025-05-29,93,Restaurant & Food Service,Sunset Strip Comedy Club
12398408,Another Broken Egg,6406 N Interstate 35 Ste 1600,Austin,3,92,90,96,2026-01-13,90,Restaurant & Food Service,Another Broken Egg
12398762,Dave & Busters,9500 s Ih 35 Sb,Austin,3,92,91,93,2026-02-23,91,Restaurant & Food Service,Dave & Busters
12399798,Texas Empowerment Academy,5800 E Parmer Ln,Manor,4,92,89,95,2026-05-08,94,School & Childcare,Texas Empowerment Academy
2800493,Thundercloud Subs,903 W 12th St,Austin,8,91.88,81,96,2025-12-16,81,Restaurant & Food Service,Thundercloud Subs
12395440,Alamo Drafthouse Cinemas,1911 Aldrich St Ste 120,Austin,7,91.86,83,96,2026-04-29,91,Restaurant & Food Service,Alamo Drafthouse Cinemas
12396077,Residence Inn Austin Airport,3201 Caseybridge Ct,Austin,7,91.86,84,100,2026-04-17,89,Restaurant & Food Service,Residence Inn Austin Airport
2800038,"Julio's Restaurant, Inc.",4230 Duval St,Austin,6,91.83,84,100,2025-11-05,90,Restaurant & Food Service,"Julio's Restaurant, Inc."
2803688,Escarpment Exxon,6109 W William Cannon Dr,Austin,6,91.83,88,95,2025-08-21,89,Convenience & Fuel,Escarpment Exxon
10007072,Long John Silver's,5600 Cameron Rd,Austin,6,91.83,89,98,2026-04-22,91,Restaurant & Food Service,Long John Silver's
12392375,Beer Geek,2051 W FM 1626,Manchaca,6,91.83,87,95,2026-02-10,93,Restaurant & Food Service,Beer Geek
12397568,La Superior Market Taqueria,2410 E Riverside Dr,Austin,6,91.83,85,97,2026-04-06,97,Restaurant & Food Service,La Superior Market Taqueria
