facility_id,name,street,city,n,mean_score,min_score,max_score,latest,latest_score,category,venue
2800189,Davis Elementary School,5214 Duval Rd,Austin,6,100,100,100,2026-05-08,100,School & Childcare,Davis Elementary School
2800201,Anderson High School,8403 Mesa Dr,Austin,6,100,100,100,2026-05-11,100,School & Childcare,Anderson High School
2800437,Houston Elementary School,5409 Ponciana Dr,Austin,6,100,100,100,2026-05-06,100,School & Childcare,Houston Elementary School
2800687,Lake Travis High School -ANNEX,3322 S FM 620 Rd,Austin,6,100,100,100,2026-04-17,100,School & Childcare,Lake Travis High School -ANNEX
2801609,Lake Point Elementary School,11801 Sonoma Dr,Bee Cave,6,100,100,100,2026-04-10,100,School & Childcare,Lake Point Elementary School
2801882,Laura Bush Elementary School,12600 Country Trl,Austin,6,100,100,100,2026-05-12,100,School & Childcare,Laura Bush Elementary School
2802502,LW - Lake Travis Elementary School,15303 Kollmeyer Dr,Lakeway,6,100,100,100,2026-04-29,100,School & Childcare,LW - Lake Travis Elementary School
2803046,Whole Foods - Seafood,525 N Lamar Blvd,Austin,4,100,100,100,2026-03-02,100,Grocery,Whole Foods - Seafood
2803202,Costco #641/Bakery,4301 W William Cannon Dr Ste B180,Austin,3,100,100,100,2025-03-20,100,Grocery,Costco
2803212,"Quarries of Hyde Park, The",11400 N Mopac Expy # Sb,Austin,3,100,100,100,2025-11-19,100,Restaurant & Food Service,"Quarries of Hyde Park, The"
2803870,Wal-Mart #1185,1030 Norwood Park Blvd,Austin,3,100,100,100,2026-03-09,100,Grocery,Wal-Mart
10008120,LW - Serene Hills Elementary School,3301 Serene Hills Ct,Lakeway,6,100,100,100,2026-05-08,100,School & Childcare,LW - Serene Hills Elementary School
10260205,Longhorn Village - Memory Support Country Kitchen,12001 Longhorn Pkwy,Austin,3,100,100,100,2025-11-20,100,Healthcare,Longhorn Village - Memory Support Country Kitchen
10276728,River Ridge Elementary - Leander Elementary #23,12900 Tierra Grande Trl,Austin,6,100,100,100,2026-05-12,100,School & Childcare,River Ridge Elementary - Leander Elementary
10326563,Gorzycki Middle School,7412 W Slaughter Ln,Austin,6,100,100,100,2026-05-04,100,School & Childcare,Gorzycki Middle School
10333612,Del Valle ISD- Concession Stand #1 (Home),5201 Ross Rd,Del Valle,3,100,100,100,2026-03-23,100,School & Childcare,Del Valle ISD- Concession Stand #1 (Home)
10333632,Ojeda Middle School Concession Stand,4900 McKinney Falls Pkwy,Austin,4,100,100,100,2026-05-18,100,School & Childcare,Ojeda Middle School Concession Stand
10339477,Ashford Montessori,20301 Jackies Ranch Blvd,Pflugerville,6,100,100,100,2026-05-21,100,School & Childcare,Ashford Montessori
10471799,Nicholson Early Childhood Education Center,12233 FM 620 N,Austin,3,100,100,100,2025-07-21,100,School & Childcare,Nicholson Early Childhood Education Center
10515079,Tokyo Gardens Catering LLC,5808 Burnet Rd,Austin,3,100,100,100,2026-02-06,100,Institutional & Catering,Tokyo Gardens Catering LLC
10529608,Peoples Pharmacy #4,13860 N US 183 Hwy,Austin,3,100,100,100,2026-04-20,100,Convenience & Fuel,Peoples Pharmacy
10743813,Tokyo Gardens Catering,6607 S Ih 35,Austin,3,100,100,100,2025-11-05,100,Institutional & Catering,Tokyo Gardens Catering
10744636,BC - Whole Foods Market - Retail,12601 Hill Country Blvd,Bee Cave,3,100,100,100,2026-05-07,100,Grocery,BC - Whole Foods Market - Retail
10758576,Circle K Store #2704680,8947 FM 2244 Rd,Austin,3,100,100,100,2025-12-19,100,Convenience & Fuel,Circle K Store
10795661,Anita Uphaus Early Childhood Center,5200 Freidrich Ln,Austin,6,100,100,100,2026-05-06,100,School & Childcare,Anita Uphaus Early Childhood Center
10886197,MN - Mini Foods Mart,10400 E US 290 WB Hwy,Manor,3,100,100,100,2025-09-09,100,Convenience & Fuel,MN - Mini Foods Mart
11055564,"Whole Foods Mkt. - Specialty(Cheese, Wine/Beer)",11920 Domain Dr,Austin,3,100,100,100,2025-05-28,100,Grocery,"Whole Foods Mkt. - Specialty(Cheese, Wine"
11119596,See's Candy Shop,10710 Research SB Blvd,Austin,3,100,100,100,2026-05-01,100,Restaurant & Food Service,See's Candy Shop
11166950,West Cypress Hills Elementary School,6112 Cypress Ranch Blvd,Spicewood,6,100,100,100,2026-04-28,100,School & Childcare,West Cypress Hills Elementary School
11383723,Challenger School,13015 Pond Springs Rd,Austin,6,100,100,100,2026-04-10,100,School & Childcare,Challenger School
11430850,LW - Table 620,2000 S FM 620 Rd,Lakeway,3,100,100,100,2025-09-11,100,Restaurant & Food Service,LW - Table
11705232,Ruta Maya Importing Ltd.,6231 E Stassney Ln Bldg 12,Austin,3,100,100,100,2025-11-12,100,Restaurant & Food Service,Ruta Maya Importing Ltd.
11769827,Del Valle ISD Concessions - (Visitor),5201 Ross Rd,Del Valle,3,100,100,100,2026-03-23,100,School & Childcare,Del Valle ISD Concessions - (Visitor)
11787056,Growing Imaginations L.C.,5410 S 1st St,Austin,4,100,100,100,2025-08-18,100,Restaurant & Food Service,Growing Imaginations L.C.
11863874,Canteen @ Costco #681,10401 Research NB Blvd,Austin,3,100,100,100,2026-02-26,100,Institutional & Catering,Canteen @ Costco
12185935,Bee Cave Middle School,5400 Vail Dv,Bee Cave,6,100,100,100,2026-03-03,100,School & Childcare,Bee Cave Middle School
12186565,Advantage Food Sampling @ Whole Foods,11920 Domain Dr,Austin,3,100,100,100,2025-05-28,100,Grocery,Advantage Food Sampling @ Whole Foods
12186606,PF - Kiddie Academy of Pflugerville,2617 Kelly Ln,Pflugerville,4,100,100,100,2026-02-18,100,School & Childcare,PF - Kiddie Academy of Pflugerville
12392350,PF - Costco Wholesale #1322/Grocery,1901 Kelly Ln,Pflugerville,3,100,100,100,2025-09-19,100,Grocery,PF - Costco Wholesale
12392455,Catering by Rosemary Indeed,10721 Domain Dr Unit Fl6,Austin,4,100,100,100,2025-06-06,100,Institutional & Catering,Catering by Rosemary Indeed
12392478,PF - Walgreens # 03159,2021 W Pecan St,Pflugerville,3,100,100,100,2026-02-12,100,Convenience & Fuel,PF - Walgreens
12393305,Caffe Mac,320 S Capital of Texas Hwy Ste A,West Lake Hills,6,100,100,100,2026-02-12,100,Restaurant & Food Service,Caffe Mac
12394463,Levy At Q2 Stadium/ South Main 104,10414 Mc Kalla Pl,Austin,5,100,100,100,2026-02-18,100,Venue & Concessions,Levy At Q2 Stadium
12394464,Levy at Q2 Stadium/East Main South 135,10414 Mc Kalla Pl,Austin,5,100,100,100,2026-02-18,100,Venue & Concessions,Levy at Q2 Stadium
12394465,Levy At Q2 Stadium/South Main 105,10414 Mc Kalla Pl,Austin,5,100,100,100,2026-02-18,100,Venue & Concessions,Levy At Q2 Stadium
12394470,Levy at Q2 Stadium/Suite Pantry North,10414 Mc Kalla Pl,Austin,5,100,100,100,2026-02-18,100,Venue & Concessions,Levy at Q2 Stadium
12394471,Levy At Q2 Stadium/South Main Hawking,10414 Mc Kalla Pl,Austin,5,100,100,100,2026-02-18,100,Venue & Concessions,Levy At Q2 Stadium
12394472,Levy at Q2 Stadium/South Main 103,10414 Mc Kalla Pl,Austin,5,100,100,100,2026-02-18,100,Venue & Concessions,Levy at Q2 Stadium
12394473,Levy at Q2 Stadium/West Club South,10414 Mc Kalla Pl,Austin,5,100,100,100,2026-02-18,100,Venue & Concessions,Levy at Q2 Stadium
12394496,Levy at Q2 Stadium/West 400 Pantry,10414 Mc Kalla Pl,Austin,5,100,100,100,2026-02-18,100,Venue & Concessions,Levy at Q2 Stadium
12394497,Levy at Q2 Stadium/North 300 Pantry,10414 Mc Kalla Pl,Austin,5,100,100,100,2026-02-18,100,Venue & Concessions,Levy at Q2 Stadium
12394498,Levy at Q2 Stadium/Upper Concourse Hawkings,10414 Mc Kalla Pl,Austin,5,100,100,100,2026-02-18,100,Venue & Concessions,Levy at Q2 Stadium
12394499,Levy at Q2 Stadium/Field Club,10414 Mc Kalla Pl,Austin,4,100,100,100,2026-02-18,100,Venue & Concessions,Levy at Q2 Stadium
12394500,Levy at Q2 Stadium/South Main 101,10414 Mc Kalla Pl,Austin,5,100,100,100,2026-02-18,100,Venue & Concessions,Levy at Q2 Stadium
12394501,Levy at Q2 Stadium/Press Pantry,10414 Mc Kalla Pl,Austin,5,100,100,100,2026-02-18,100,Venue & Concessions,Levy at Q2 Stadium
12394503,Levy at Q2 Stadium/Upper Concourse 314,10414 Mc Kalla Pl,Austin,5,100,100,100,2026-02-18,100,Venue & Concessions,Levy at Q2 Stadium
12394505,Levy at Q2 Stadium/East Main North Hawkings,10414 Mc Kalla Pl,Austin,5,100,100,100,2026-02-18,100,Venue & Concessions,Levy at Q2 Stadium
12394509,Levy at Q2 Stadium/East Main North 128,10414 Mc Kalla Pl,Austin,5,100,100,100,2026-02-18,100,Venue & Concessions,Levy at Q2 Stadium
12394511,Levy at Q2 Stadium/East Main North 126,10414 Mc Kalla Pl,Austin,4,100,100,100,2026-02-18,100,Venue & Concessions,Levy at Q2 Stadium
12395257,Employee Cafeteria,208 Barton Springs Rd,Austin,4,100,100,100,2026-03-24,100,Institutional & Catering,Employee Cafeteria
12396577,Canteen @ Great Texas Aggieland,12544 Riata Vista Cir,Austin,3,100,100,100,2026-05-20,100,Institutional & Catering,Canteen @ Great Texas Aggieland
12397320,Aramark @ Capital Reyes,10095 E US 290 Hwy EB Service Rd,Manor,3,100,100,100,2025-12-17,100,Institutional & Catering,Aramark @ Capital Reyes
12397353,Levy @ Q2 Stadium/ATXFC Shop,10414 Mc Kalla Pl,Austin,4,100,100,100,2025-02-27,100,Venue & Concessions,Levy @ Q2 Stadium
12397671,SV - Cost Plus World Market,5601 Brodie Ln Ste 1100,Sunset Valley,3,100,100,100,2025-08-27,100,Grocery,SV - Cost Plus World Market
12398864,"Sneha's Vegetarian Kitchen, LLC",1501 N FM 620 Rd,Lakeway,3,100,100,100,2025-08-29,100,Restaurant & Food Service,"Sneha's Vegetarian Kitchen, LLC"
12399119,COTA - Rev Bar 1 Main Grand Stands,9201 Circuit of the Americas Blvd,Del Valle,5,100,100,100,2026-03-26,100,Venue & Concessions,COTA - Rev Bar 1 Main Grand Stands
12399977,"MN - Learning Experience Manor, The",11924 Ring Dr Bldg 2,Manor,4,100,100,100,2026-03-24,100,School & Childcare,"MN - Learning Experience Manor, The"
12401307,VEGG LLC,1606 W Stassney Ln Ste 1,Austin,3,100,100,100,2025-08-27,100,Restaurant & Food Service,VEGG LLC
2800680,Lake Travis High School,3322 S FM 620 Rd,Austin,6,99.83,99,100,2026-04-17,99,School & Childcare,Lake Travis High School
2800942,LW - Lakeway Elementary School,1701 Lohmans Crossing Rd Bldg A,Lakeway,6,99.83,99,100,2026-04-30,100,School & Childcare,LW - Lakeway Elementary School
2801092,Rodriguez Elementary School,4400 Franklin Park Dr,Austin,6,99.83,99,100,2026-05-06,100,School & Childcare,Rodriguez Elementary School
2801873,Manchaca United Methodist CDC,1011 W FM 1626,Austin,6,99.83,99,100,2026-02-26,100,School & Childcare,Manchaca United Methodist CDC
2802396,Rutledge Elementary,11501 Staked Plains Dr,Austin,6,99.83,99,100,2026-02-27,100,School & Childcare,Rutledge Elementary
11584275,Joe Lee Johnson Elem School,2800 Sauls Dr,Austin,6,99.83,99,100,2026-05-08,99,School & Childcare,Joe Lee Johnson Elem School
11499700,Parmer Lane 5 Caffe Macs-Sushi,5505 W Parmer Ln Bldg 5,Austin,5,99.8,99,100,2025-12-18,99,Restaurant & Food Service,Parmer Lane 5 Caffe Macs-Sushi
12394461,Levy at Q2 Stadium/South Main 102,10414 Mc Kalla Pl,Austin,5,99.8,99,100,2026-02-18,100,Venue & Concessions,Levy at Q2 Stadium
12394507,Levy at Q2 Stadium/East Main North 129,10414 Mc Kalla Pl,Austin,5,99.8,99,100,2026-02-18,100,Venue & Concessions,Levy at Q2 Stadium
12394512,Levy at Q2 Stadium/East Club,10414 Mc Kalla Pl,Austin,5,99.8,99,100,2026-02-18,100,Venue & Concessions,Levy at Q2 Stadium
10747724,Tokyo Gardens Catering,12860 N US 183 Hwy SB Service Rd,Austin,4,99.75,99,100,2026-04-20,100,Institutional & Catering,Tokyo Gardens Catering
12393199,Peace Of Mind Children's Center,5615 Burnet Rd Ste 5,Austin,4,99.75,99,100,2026-02-02,100,Restaurant & Food Service,Peace Of Mind Children's Center
12396989,Campsite at Shield Ranch,10417 Crumley Ranch Rd,Austin,4,99.75,99,100,2026-05-22,100,Restaurant & Food Service,Campsite at Shield Ranch
12392420,PF - HEB Food Store #479 (Bakery),201 FM 685,Pflugerville,7,99.71,99,100,2026-04-21,99,Grocery,PF - HEB Food Store #479 (Bakery)
2800307,Travis High School,1211 E Oltorf St,Austin,6,99.67,98,100,2026-05-19,100,School & Childcare,Travis High School
2800345,Ortega Elementary,1135 Garland Ave,Austin,6,99.67,98,100,2026-04-01,98,School & Childcare,Ortega Elementary
2800351,Highland Park Elementary,4900 Fairview Dr,Austin,6,99.67,99,100,2026-04-22,100,School & Childcare,Highland Park Elementary
2800430,Pillow Elementary,3025 Crosscreek Dr,Austin,6,99.67,99,100,2026-04-21,100,School & Childcare,Pillow Elementary
2800681,Kocurek Elementary School,9800 Curlew Dr,Austin,6,99.67,99,100,2026-05-05,99,School & Childcare,Kocurek Elementary School
2802107,Randall's (Starbucks Coffee) #2482,8040 Mesa Dr,Austin,3,99.67,99,100,2025-12-05,100,Restaurant & Food Service,Randall's (Starbucks Coffee)
10051621,River Place Elementary - CNS,6500 Sitio del Rio Blvd,Austin,6,99.67,98,100,2026-05-12,100,School & Childcare,River Place Elementary - CNS
10260618,Longhorn Village - Assisted Living,12001 Longhorn Pkwy,Austin,3,99.67,99,100,2025-11-20,100,Healthcare,Longhorn Village - Assisted Living
10332373,"Goddard School, The",2111 Frate Barker Rd,Austin,3,99.67,99,100,2026-03-17,99,School & Childcare,"Goddard School, The"
10744425,BC - Whole Foods Market - Specialty,12601 Hill Country Blvd,Bee Cave,3,99.67,99,100,2026-05-07,99,Grocery,BC - Whole Foods Market - Specialty
10744625,BC - Whole Foods Market - Coffee Bar,12601 Hill Country Blvd,Bee Cave,3,99.67,99,100,2026-05-07,99,Grocery,BC - Whole Foods Market - Coffee Bar
10816332,Snap Kitchen,10001 Research NB Blvd Unit 190,Austin,3,99.67,99,100,2025-11-21,99,Restaurant & Food Service,Snap Kitchen
11231703,AFC Sushi @ Samsung,12100 Samsung Blvd,Austin,3,99.67,99,100,2025-03-05,100,Restaurant & Food Service,AFC Sushi @ Samsung
11742128,Total Wine & More,10001 Research NB Blvd Unit 300,Austin,3,99.67,99,100,2025-12-03,99,Restaurant & Food Service,Total Wine & More
12186540,Menchaca Elementary School (Bldg. 2),1218 W FM 1626 Rd,Austin,6,99.67,98,100,2026-02-27,100,School & Childcare,Menchaca Elementary School (Bldg. 2)
12392334,Canteen @ Allergan,12331 Riata Trace Pkwy Bldg A,Austin,3,99.67,99,100,2026-05-06,99,Institutional & Catering,Canteen @ Allergan
12392425,PF - In-N-Out #316,1600 Town Center Dr,Pflugerville,6,99.67,98,100,2026-03-05,98,Restaurant & Food Service,PF - In-N-Out
12392634,PF - Pflugerville Middle School,1600 Settlers Valley Dr,Pflugerville,6,99.67,98,100,2026-03-06,100,School & Childcare,PF - Pflugerville Middle School
12393011,PF-Typhoon TX Waterpark - Ray's Pizzeria,18500 N Sh 130 Service Rd,Pflugerville,3,99.67,99,100,2025-05-02,100,Restaurant & Food Service,PF-Typhoon TX Waterpark - Ray's Pizzeria
12394344,Tsuke Edomae,4600 Mueller Blvd Apt 1035,Austin,3,99.67,99,100,2026-01-08,100,Restaurant & Food Service,Tsuke Edomae
12395183,Canteen @ Amazon UTX 9,4616 W Howard Ln Unit 750,Austin,3,99.67,99,100,2026-05-21,100,Institutional & Catering,Canteen @ Amazon UTX
12395235,PF - Bohls Middle School,5104 Pleasanton Pkwy,Pflugerville,6,99.67,98,100,2026-03-30,100,School & Childcare,PF - Bohls Middle School
12395595,Canteen @ Amazon DAU2,7000 Metropolis Dr,Austin,3,99.67,99,100,2026-04-28,100,Institutional & Catering,Canteen @ Amazon DAU2
12396428,Costco #641/Produce,4301 W William Cannon Dr Bldg A Ste 100,Austin,3,99.67,99,100,2025-03-20,100,Grocery,Costco
12396575,Canteen @ Target 3866,9400 Tuscany Way,Austin,3,99.67,99,100,2026-04-15,100,Institutional & Catering,Canteen @ Target
12397651,Caffe Macs Espresso Bar,6900 W Parmer Ln,Austin,3,99.67,99,100,2025-07-29,99,Restaurant & Food Service,Caffe Macs Espresso Bar
12398611,Fujisan Sushi,9900 S Interstate 35,Austin,3,99.67,99,100,2025-06-24,100,Restaurant & Food Service,Fujisan Sushi
12400741,Del Valle ISD Early College High School,4715 Ross Rd,Del Valle,3,99.67,99,100,2026-05-18,100,School & Childcare,Del Valle ISD Early College High School
2801078,Children's Center of Austin,6507 Jester Blvd Bldg 2,Austin,5,99.6,98,100,2026-01-22,100,Restaurant & Food Service,Children's Center of Austin
10720294,Randall's # 2987 Starbucks Kiosk,5145 FM 620 N,Austin,5,99.6,99,100,2026-04-21,99,Restaurant & Food Service,Randall's # 2987 Starbucks Kiosk
12394474,Levy at Q2 Stadium/East Main South 137,10414 Mc Kalla Pl,Austin,5,99.6,98,100,2026-02-18,100,Venue & Concessions,Levy at Q2 Stadium
12394502,Levy at Q2 Stadium/Main North 123,10414 Mc Kalla Pl,Austin,5,99.6,98,100,2026-02-18,98,Venue & Concessions,Levy at Q2 Stadium
12397407,Wingstop #2138,1420 W Wells Branch Pkwy Ste 100,Pflugerville,5,99.6,99,100,2026-02-17,100,Restaurant & Food Service,Wingstop
12392409,PF - HEB Food Store #479 (Grocery),201 FM 685,Pflugerville,7,99.57,99,100,2026-04-21,99,Grocery,PF - HEB Food Store #479 (Grocery)
2800185,Delta Gamma,2419 Rio Grande St,Austin,4,99.5,98,100,2026-01-12,100,Restaurant & Food Service,Delta Gamma
2800199,LBJ High School,7309 Lazy Creek Dr,Austin,6,99.5,98,100,2026-04-29,100,School & Childcare,LBJ High School
2800240,Widen Elementary School,5605 Nuckols Crossing Rd,Austin,6,99.5,98,100,2026-05-01,100,School & Childcare,Widen Elementary School
2800267,Boone Elementary School,8101 Croftwood Dr,Austin,6,99.5,97,100,2026-05-01,97,School & Childcare,Boone Elementary School
2800333,Oak Hill Elementary School,6101 Patton Ranch Rd,Austin,6,99.5,98,100,2026-02-20,99,School & Childcare,Oak Hill Elementary School
2800596,Andrews Elementary,6801 Northeast Dr,Austin,6,99.5,98,100,2026-04-07,100,School & Childcare,Andrews Elementary
2801098,Paredes Middle School,10001 David Moore Dr,Austin,6,99.5,97,100,2026-05-07,100,School & Childcare,Paredes Middle School
2801135,Steiner Ranch Elementary School,4001 N Quinlan Park Rd,Austin,6,99.5,97,100,2026-05-12,100,School & Childcare,Steiner Ranch Elementary School
10002545,Blake Manor Elementary School,18010 Blake Manor Rd,Manor,6,99.5,98,100,2026-04-01,99,School & Childcare,Blake Manor Elementary School
10262036,BC - Tokyo Gardens Catering,12400 W SH 71,Bee Cave,4,99.5,99,100,2025-09-19,99,Institutional & Catering,BC - Tokyo Gardens Catering
10323177,"Del Valle High School, Ninth Grade Academy",5201 Ross Rd,Del Valle,6,99.5,98,100,2026-03-23,100,School & Childcare,"Del Valle High School, Ninth Grade Academy"
10492636,Baldwin Elementary School,12200 Meridian Park Blvd,Austin,6,99.5,99,100,2026-05-11,99,School & Childcare,Baldwin Elementary School
11055562,Whole Foods Market - Grocery,11920 Domain Dr,Austin,4,99.5,98,100,2025-11-13,100,Grocery,Whole Foods Market - Grocery
11066396,Taco Bell #30150,9504 N Lamar Blvd,Austin,4,99.5,98,100,2026-01-23,100,Restaurant & Food Service,Taco Bell
11392325,Parmer Lane 3.5 Juice Bar,5505 W Parmer Ln Bldg 3,Austin,4,99.5,98,100,2025-12-18,100,Restaurant & Food Service,Parmer Lane 3.5 Juice Bar
11975039,Canteen @ Dell Seton Medical Center,1500 Red River St,Austin,4,99.5,98,100,2025-05-06,100,Healthcare,Canteen @ Dell Seton Medical Center
12393238,Blazier Relief School,8801 Vertex Blvd,Austin,6,99.5,98,100,2026-04-10,100,School & Childcare,Blazier Relief School
12398520,PF - Austin Achieve Public Schools Pflugerville,1900 E Pfennig Ln,Pflugerville,6,99.5,98,100,2026-04-13,100,School & Childcare,PF - Austin Achieve Public Schools Pflugerville
12399357,Bee Cave Middle School Concession,5400 Vail Dv,Bee Cave,4,99.5,99,100,2026-04-17,100,School & Childcare,Bee Cave Middle School Concession
10179774,Chipotle Mexican Grill #874,6301 W Parmer Ln Bldg 2,Austin,5,99.4,98,100,2026-04-21,99,Restaurant & Food Service,Chipotle Mexican Grill
11821490,MN - Bright Beginnings Learning Center,101 E Boyce St,Manor,5,99.4,97,100,2025-04-15,100,School & Childcare,MN - Bright Beginnings Learning Center
11898215,Mariposa Montessori School,3338 Paisano Trl,Austin,5,99.4,97,100,2025-12-18,97,School & Childcare,Mariposa Montessori School
12185961,Little Deli & Pizzeria,1804 Briarcliff Blvd,Austin,5,99.4,98,100,2025-12-31,100,Restaurant & Food Service,Little Deli & Pizzeria
12394467,Levy at Q2 Stadium/Upper Concourse 313,10414 Mc Kalla Pl,Austin,5,99.4,97,100,2026-02-18,100,Venue & Concessions,Levy at Q2 Stadium
12396522,BC - Baguette et Chocolat,12101 Bee Cave Rd,Bee Cave,5,99.4,97,100,2026-01-07,100,Restaurant & Food Service,BC - Baguette et Chocolat
12398454,Marshall Middle School,4401 Tilley St,Austin,5,99.4,98,100,2026-04-24,98,School & Childcare,Marshall Middle School
2800148,Smith Elementary School,4209 Smith School Rd,Austin,6,99.33,98,100,2026-05-04,100,School & Childcare,Smith Elementary School
2800202,Brentwood Elementary,6703 Yates Ave,Austin,6,99.33,98,100,2026-04-02,100,School & Childcare,Brentwood Elementary
2800244,Ridgetop Elementary,5005 Caswell Ave,Austin,6,99.33,97,100,2026-04-24,100,School & Childcare,Ridgetop Elementary
2800461,Barbara Jordan Elem School,6711 Johnny Morris Rd,Austin,6,99.33,97,100,2026-03-03,99,School & Childcare,Barbara Jordan Elem School
2800786,Bridgepoint Elem School,6401 Cedar St,Austin,6,99.33,97,100,2026-04-02,100,School & Childcare,Bridgepoint Elem School
2801311,Westgate II,4477 S Lamar NB Blvd,Austin,3,99.33,98,100,2025-07-28,100,Restaurant & Food Service,Westgate II
2801494,TC - Hudson Bend Middle School,15600 Lariat Trl,Austin,6,99.33,98,100,2026-04-24,100,School & Childcare,TC - Hudson Bend Middle School
2802075,John P Ojeda Junior High School,4900 McKinney Falls Pkwy,Austin,6,99.33,97,100,2026-05-18,97,School & Childcare,John P Ojeda Junior High School
2803248,WL - Mother Teresa House,903 S Capital of Texas Hwy,West Lake Hills,3,99.33,99,100,2025-07-18,99,Restaurant & Food Service,WL - Mother Teresa House
2803490,Walgreens #03092,8104 Mesa Dr,Austin,3,99.33,99,100,2026-05-06,99,Convenience & Fuel,Walgreens
2803745,Walgreens #05159,7410 McNeil Dr,Austin,3,99.33,98,100,2026-05-20,98,Convenience & Fuel,Walgreens
2803968,Walgreens #07673,10600 W Parmer Ln,Austin,3,99.33,99,100,2025-10-23,99,Convenience & Fuel,Walgreens
10005361,WL - Walgreens #06050,3700 Bee Caves Rd,West Lake Hills,3,99.33,99,100,2026-04-07,99,Convenience & Fuel,WL - Walgreens
10184421,Target #2409- Groceries (Retail),10107 Research NB Blvd,Austin,3,99.33,99,100,2026-01-06,99,Grocery,Target #2409- Groceries (Retail)
10208073,Village @ Marbridge,2310 Bliss Spillar Rd,Manchaca,3,99.33,99,100,2025-07-10,99,Restaurant & Food Service,Village @ Marbridge
10260204,Longhorn Village - Skilled Nursing,12001 Longhorn Pkwy,Austin,3,99.33,99,100,2025-11-20,99,Healthcare,Longhorn Village - Skilled Nursing
10314257,Purple Sage Elementary School,11801 Tanglebriar Trl,Austin,6,99.33,98,100,2026-05-18,100,School & Childcare,Purple Sage Elementary School
10475714,Dailey Middle School,14000 Westall,Austin,6,99.33,96,100,2026-03-06,96,School & Childcare,Dailey Middle School
10594632,South Austin Assisted Living,4601 Chesney Ridge Dr,Austin,3,99.33,98,100,2025-06-25,98,Healthcare,South Austin Assisted Living
10744450,BC - Whole Foods Market - Meat,12601 Hill Country Blvd,Bee Cave,3,99.33,99,100,2026-05-07,99,Grocery,BC - Whole Foods Market - Meat
10744457,BC - Whole Foods Market - Wine Bar,12601 Hill Country Blvd,Bee Cave,3,99.33,99,100,2026-05-07,99,Grocery,BC - Whole Foods Market - Wine Bar
10990336,Tokyo Gardens Catering,1801 E 51st St,Austin,3,99.33,99,100,2026-01-13,99,Institutional & Catering,Tokyo Gardens Catering
10991640,Guerrero-Thompson Elementary School,102 E Rundberg Ln,Austin,6,99.33,97,100,2026-04-24,100,School & Childcare,Guerrero-Thompson Elementary School
11032384,BC - CVS/ Pharmacy # 8925,14057 Bee Cave Pkwy,Bee Cave,3,99.33,98,100,2025-10-29,98,Convenience & Fuel,BC - CVS
11181374,LW - Lake Travis Middle School,4932 Bee Creek Rd,Spicewood,6,99.33,98,100,2026-04-27,100,School & Childcare,LW - Lake Travis Middle School
11334609,Golden Rooster Feed General Store,20306 Ed Acklin Rd,Manor,3,99.33,98,100,2026-04-07,98,Restaurant & Food Service,Golden Rooster Feed General Store
11832697,Tiff's Treats,5145 FM 620 N # 110,Austin,3,99.33,98,100,2026-02-23,98,Restaurant & Food Service,Tiff's Treats
11930325,BC - Serasana Bee Cave,15500 W SH 71,Bee Cave,3,99.33,99,100,2026-03-19,100,Restaurant & Food Service,BC - Serasana Bee Cave
11940138,CVS/Pharmacy #10669,8200 S SH 45 W WB,Austin,3,99.33,99,100,2025-06-04,99,Convenience & Fuel,CVS
11997300,Firefly Sushi,12221 N Mopac NB Expy,Austin,3,99.33,98,100,2026-03-20,100,Restaurant & Food Service,Firefly Sushi
12084788,Sips & Sweets,1701 S Congress Ave,Austin,3,99.33,99,100,2026-04-06,99,Restaurant & Food Service,Sips & Sweets
12167915,BC - Con'Olio Oils & Vinegars,3500 S FM 620 Rd Bldg F,Bee Cave,3,99.33,98,100,2026-01-07,100,Restaurant & Food Service,BC - Con'Olio Oils & Vinegars
12185579,Lori's Gifts #580,4900 Mueller Blvd,Austin,3,99.33,98,100,2025-12-17,100,Restaurant & Food Service,Lori's Gifts
12185629,"Learning Experience, The",20908 Burgan Path,Hutto,6,99.33,97,100,2026-05-21,99,School & Childcare,"Learning Experience, The"
12186399,Baylor Scott and White Hospital,5245 W US 290 EB Hwy,Austin,3,99.33,98,100,2025-09-12,98,Healthcare,Baylor Scott and White Hospital
12392351,PF - Costco Wholesale #1322/Food Court,1901 Kelly Ln,Pflugerville,6,99.33,98,100,2026-04-01,99,Grocery,PF - Costco Wholesale
12392353,PF - Costco Wholesale #1322/Produce,1901 Kelly Ln,Pflugerville,3,99.33,98,100,2026-04-01,98,Grocery,PF - Costco Wholesale
12392355,PF - Costco Wholesale #1322/Bakery,1901 Kelly Ln,Pflugerville,3,99.33,98,100,2025-09-19,100,Grocery,PF - Costco Wholesale
12392479,PF - Walgreens # 11568,1821 FM 685,Pflugerville,3,99.33,99,100,2025-07-01,99,Convenience & Fuel,PF - Walgreens
12392629,PF - Hendrickson Pod,2905 FM 685,Pflugerville,6,99.33,98,100,2026-01-20,100,Restaurant & Food Service,PF - Hendrickson Pod
12392791,PF - CVS Pharmacy #10106,2013 Kelly Ln,Pflugerville,3,99.33,99,100,2025-07-03,99,Convenience & Fuel,PF - CVS Pharmacy
12393237,Bear Creek Elementary School,12801 Escarpment Blvd,Austin,6,99.33,96,100,2026-05-11,100,School & Childcare,Bear Creek Elementary School
